code,norm_code,name,category,sub_category,swatch_type,swatch_file,hex_catalog,hex_sampled,source_page,roll_size,supplier_price_per_m,supplier_price_per_roll,availability_flag,orderable,manage_stock,available_m,stock_status,stock_tab,stock_raw_code,in_price_sheet
UMI06,UMI06,Hologram,03 Natural Surface,UMI,image,UMI06.jpg,#BECBE2,#C8D5EE,50,1.22 x 50 m,95.0,4750.0,Special Order,False,True,7.0,instock,Metals,UMI06,True
VM901,VM901,Chrome,03 Natural Surface,Velvet Metal,image,VM901.jpg,#6C7773,#6C7773,49,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
VM902,VM902,Grey,03 Natural Surface,Velvet Metal,image,VM902.jpg,#7D8883,#7D8883,50,1.22 x 50 m,42.74,2035.0,In Stock,True,True,108.0,instock,Metals,VM902,True
VM903,VM903,Silver,03 Natural Surface,Velvet Metal,image,VM903.jpg,#899DA4,#899DA4,50,1.22 x 50 m,42.74,2035.0,In Stock,True,True,50.0,instock,Metals,VM903,True
VM904,VM904,Sky Blue,03 Natural Surface,Velvet Metal,image,VM904.jpg,#7C9CB5,#7C9CB5,50,1.22 x 50 m,42.74,2035.0,In Stock,True,True,202.0,instock,Metals,VM904,True
VM905,VM905,Champagne,03 Natural Surface,Velvet Metal,image,VM905.jpg,#97958C,#97958B,49,1.22 x 50 m,42.74,2035.0,In Stock,True,True,482.0,instock,Metals,VM905,True
VM906,VM906,Rose Gold,03 Natural Surface,Velvet Metal,image,VM906.jpg,#AA9591,#AA9591,49,1.22 x 50 m,42.74,2035.0,In Stock,True,True,149.0,instock,Metals,VM906,True
VM907,VM907,Gold,03 Natural Surface,Velvet Metal,image,VM907.jpg,#B2A765,#B2A765,49,1.22 x 50 m,42.74,2035.0,In Stock,True,True,46.0,instock,Metals,VM907,True
VM908,VM908,Light Brown,03 Natural Surface,Velvet Metal,image,VM908.jpg,#7C7964,#7C7964,49,1.22 x 50 m,42.74,2035.0,In Stock,True,True,42.0,instock,Metals,VM908,True
VM909,VM909,Brown,03 Natural Surface,Velvet Metal,image,VM909.jpg,#4C4936,#4C4936,49,1.22 x 50 m,58.1,2905.0,Special Order,False,True,0.0,outofstock,Metals,VM909,True
VM910,VM910,Ash,03 Natural Surface,Velvet Metal,image,VM910.jpg,#718076,#718076,49,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
VM911,VM911,Navy,03 Natural Surface,Velvet Metal,image,VM911.jpg,#3E526E,#3E526E,50,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
PM003,PM003,Onyx,04 Stone & Marble,Premium Marble,image,PM003.jpg,#E0E2DA,#E0E2DA,53,1.22 x 50 m,42.74,2035.0,In Stock,True,True,325.0,instock,Marbles + Stone + Concrete,PM003,True
PM004,PM004,Terrazzo,04 Stone & Marble,Premium Marble,image,PM004.jpg,#9AA49E,#9AA49E,54,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
PM006,PM006,Pietra,04 Stone & Marble,Premium Marble,image,PM006.jpg,#586C69,#5C706E,55,1.22 x 50 m,42.74,2035.0,In Stock,True,True,509.0,instock,Marbles + Stone + Concrete,PM006,True
PM007,PM007,Pietra,04 Stone & Marble,Premium Marble,image,PM007.jpg,#394645,#3B4949,55,1.22 x 50 m,42.74,2035.0,In Stock,True,True,704.0,instock,Marbles + Stone + Concrete,PM007,True
PM008,PM008,Terrazzo,04 Stone & Marble,Premium Marble,image,PM008.jpg,#C6C2B4,#C6C2B4,54,1.22 x 50 m,42.74,2035.0,In Stock,True,True,569.0,instock,Marbles + Stone + Concrete,PM008,True
PM009,PM009,Basaltina,04 Stone & Marble,Premium Marble,image,PM009.jpg,#516362,#556767,54,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
PM010,PM010,Basaltina,04 Stone & Marble,Premium Marble,image,PM010.jpg,#78837F,#7D8985,54,1.22 x 50 m,42.74,2035.0,In Stock,True,True,482.0,instock,Marbles + Stone + Concrete,PM010,True
PM014,PM014,Tundra,04 Stone & Marble,Premium Marble,image,PM014.jpg,#CFCECA,#CFCECA,53,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
PM016,PM016,Fior di Bosco,04 Stone & Marble,Premium Marble,image,PM016.jpg,#9FABA9,#9FABA9,53,1.22 x 50 m,42.74,2035.0,In Stock,True,True,59.0,instock,Marbles + Stone + Concrete,PM016,True
PM017,PM017,Bianco,04 Stone & Marble,Premium Marble,image,PM017.jpg,#EEEFEA,#EEEFEA,53,1.22 x 50 m,42.74,2035.0,In Stock,True,True,807.0,instock,Marbles + Stone + Concrete,PM017,True
PM019,PM019,Venato,04 Stone & Marble,Premium Marble,image,PM019.jpg,#F4F4F0,#F4F4F0,52,1.22 x 50 m,42.74,2035.0,In Stock,True,True,2981.0,instock,Marbles + Stone + Concrete,PM019,True
NS118,NS118,White Marble,04 Stone & Marble,Stone & Marble,image,NS118.jpg,#E4E8E1,#F0F4ED,57,1.22 x 50 m,38.12,1815.0,In Stock,True,True,942.0,instock,Marbles + Stone + Concrete,NS118,True
NS119,NS119,White Marble,04 Stone & Marble,Stone & Marble,image,NS119.jpg,#C0C8BF,#CBD3C9,57,1.22 x 50 m,38.12,1815.0,In Stock,True,True,237.0,instock,Marbles + Stone + Concrete,NS119,True
NS120,NS120,Granite,04 Stone & Marble,Stone & Marble,image,NS120.jpg,#8E9A92,#95A299,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS121,NS121,Granite,04 Stone & Marble,Stone & Marble,image,NS121.jpg,#AFB5A5,#B8BFAE,56,1.22 x 50 m,38.12,1815.0,In Stock,True,True,513.0,instock,Marbles + Stone + Concrete,NS121,True
NS122,NS122,Sierra Stone,04 Stone & Marble,Stone & Marble,image,NS122.jpg,#CFD4CE,#D9DED8,56,1.22 x 50 m,38.12,1815.0,In Stock,True,True,1183.0,instock,Marbles + Stone + Concrete,NS122,True
NS123,NS123,Sierra Stone,04 Stone & Marble,Stone & Marble,image,NS123.jpg,#BDC3C1,#C6CCCA,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS201,NS201,Travertine,04 Stone & Marble,Stone & Marble,image,NS201.jpg,#CCCABA,#CCCABA,55,1.22 x 50 m,38.12,1815.0,In Stock,True,True,575.0,instock,Marbles + Stone + Concrete,NS201 (NEW),True
NS202,NS202,Travertine,04 Stone & Marble,Stone & Marble,image,NS202.jpg,#CAC6AB,#CAC6AB,55,1.22 x 50 m,38.12,1815.0,In Stock,True,True,2343.0,instock,Marbles + Stone + Concrete,NS202 (NEW),True
NS401,NS401,Concrete,04 Stone & Marble,Stone & Marble,image,NS401.jpg,#9DACAB,#A5B5B3,56,1.22 x 50 m,38.12,1815.0,In Stock,True,True,541.0,instock,Marbles + Stone + Concrete,NS401,True
NS403,NS403,Concrete,04 Stone & Marble,Stone & Marble,image,NS403.jpg,#4D5A58,#505D5C,56,1.22 x 50 m,38.12,1815.0,In Stock,True,True,207.0,instock,Marbles + Stone + Concrete,NS403,True
NS703,NS703,Cement,04 Stone & Marble,Stone & Marble,image,NS703.jpg,#919A94,#98A19C,56,1.22 x 50 m,38.12,1815.0,In Stock,True,True,777.0,instock,Marbles + Stone + Concrete,NS703,True
NS710,NS710,Cardoso,04 Stone & Marble,Stone & Marble,image,NS710.jpg,#5E6864,#626D68,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS711,NS711,Cardoso,04 Stone & Marble,Stone & Marble,image,NS711.jpg,#A4A8A3,#ADB1AB,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS715,NS715,Mono Terrazzo,04 Stone & Marble,Stone & Marble,image,NS715.jpg,#CFD5D0,#D9E0DA,57,1.22 x 50 m,38.12,1815.0,In Stock,True,True,53.0,instock,Marbles + Stone + Concrete,NS715,True
NS717,NS717,Particle Stone,04 Stone & Marble,Stone & Marble,image,NS717.jpg,#373F40,#384143,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS804,NS804,Nero Marquina,04 Stone & Marble,Stone & Marble,image,NS804.jpg,#0A0D0D,#0A0C0D,57,1.22 x 50 m,38.12,1815.0,In Stock,True,True,194.0,instock,Marbles + Stone + Concrete,NS804,True
NS806,NS806,Travertine,04 Stone & Marble,Stone & Marble,image,NS806.jpg,#B9AFA7,#C2B8AF,57,1.22 x 50 m,38.12,1815.0,In Stock,True,True,336.0,instock,Marbles + Stone + Concrete,NS806,True
NS814,NS814,Arabescato,04 Stone & Marble,Stone & Marble,image,NS814.jpg,#E4E7E8,#F0F3F4,57,1.22 x 50 m,38.12,1815.0,In Stock,True,True,1222.0,instock,Marbles + Stone + Concrete,NS814,True
NS822,NS822,Elba Stone,04 Stone & Marble,Stone & Marble,image,NS822.jpg,#9CA69F,#A4AEA6,56,1.22 x 50 m,53.0,2650.0,Special Order,False,True,148.0,instock,Marbles + Stone + Concrete,NS822 (NEW),True
NS823,NS823,Elba Stone,04 Stone & Marble,Stone & Marble,image,NS823.jpg,#929D9A,#99A5A1,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS898,NS898,Flake Cement,04 Stone & Marble,Stone & Marble,image,NS898.jpg,#BFC5C0,#C9D0CA,56,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
ECF01,ECF01,Whiteboard,05 Etc,Easy Clean Film,vector,ECF01.png,#F2F1E9,#F2F1E9,121,1.22 x 50m,72.07,3432.0,In Stock,True,True,98.0,instock,Solid Colours,ECF01 (NEW),True
EXF51,EXF51,Textured Onyx,05 Etc,Exterior Film,image,EXF51.jpg,#DFDCD2,#DFDCD2,57,1.22 x 50m,59.37,2827.0,In Stock,True,True,471.0,instock,Marbles + Stone + Concrete,EXF51 (NEW),True
EXF52,EXF52,Rustic Stone,05 Etc,Exterior Film,image,EXF52.jpg,#CDD1C5,#CDD1C5,57,1.22 x 50m,59.37,2827.0,In Stock,True,True,666.0,instock,Marbles + Stone + Concrete,EXF52 (NEW),True
EXF53,EXF53,Wild Concrete,05 Etc,Exterior Film,image,EXF53.jpg,#D2D7DA,#D2D7DA,57,1.22 x 50m,59.37,2827.0,In Stock,True,True,530.0,instock,Marbles + Stone + Concrete,EXF53 (NEW),True
EXF54,EXF54,Wild Concrete,05 Etc,Exterior Film,vector,EXF54.png,#596165,#596165,57,1.22 x 50m,79.5,3975.0,Special Order,False,False,,onbackorder,,,True
